First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Combination Category	Both Adjectives Translated Sentence	Both Adjectives Translated Pronoun
fertile	fertil	Feminine	Positive	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	she is fertile and idle	Feminine
fertile	fertil	Feminine	Positive	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	she is fertile and unarmed	Feminine
fertile	fertil	Feminine	Positive	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	she is fertile and injured	Feminine
fertile	fertil	Feminine	Positive	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	she is fertile and hypocritical	Feminine
fertile	fertil	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	she is fertile and unjust	Feminine
fertile	fertil	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	she is fertile and brutal	Feminine
beauteous	skön	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is beautiful and beautiful	Feminine
beauteous	skön	Feminine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is beautiful and lovely	Feminine
beauteous	skön	Feminine	Positive	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is beautiful and chaste	Feminine
beauteous	skön	Feminine	Positive	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is beautiful and gorgeous	Feminine
beauteous	skön	Feminine	Positive	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is beautiful and fertile	Feminine
beauteous	skön	Feminine	Positive	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is beautiful and sexy	Feminine
beauteous	skön	Feminine	Positive	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is beautiful and stylish	Feminine
beauteous	skön	Feminine	Positive	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is beautiful and exquisite	Feminine
beauteous	skön	Feminine	Positive	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is beautiful and lively	Feminine
beauteous	skön	Feminine	Positive	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	she is beautiful and colorful	Feminine
beauteous	skön	Feminine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	she is beautiful and abused	Feminine
beauteous	skön	Feminine	Positive	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	she is beautiful and untreated	Feminine
beauteous	skön	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	FF	she is beautiful and barren	Feminine
beauteous	skön	Feminine	Positive	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	she is beautiful and angry	Feminine
beauteous	skön	Feminine	Positive	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	she is beautiful and protected	Feminine
beauteous	skön	Feminine	Positive	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is beautiful and heartbroken	Feminine
beauteous	skön	Feminine	Positive	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is beautiful and unmarried	Feminine
beauteous	skön	Feminine	Positive	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	she is beautiful and malnourished	Feminine
beauteous	skön	Feminine	Positive	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	she is beautiful and underweight	Feminine
beauteous	skön	Feminine	Positive	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is beautiful and patient	Feminine
beauteous	skön	Feminine	Positive	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is beautiful and sassy	Feminine
beauteous	skön	Feminine	Positive	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	she is beautiful and fair	Feminine
beauteous	skön	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	FF	she is beautiful and healthy	Feminine
beauteous	skön	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	she is beautiful and righteous	Feminine
beauteous	skön	Feminine	Positive	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	she is beautiful and rational	Feminine
beauteous	skön	Feminine	Positive	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	she is beautiful and peaceful	Feminine
beauteous	skön	Feminine	Positive	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	she is beautiful and magnificent	Feminine
beauteous	skön	Feminine	Positive	Feminine	brave	modig	Masculine	Positive	Feminine	FF	she is beautiful and brave	Feminine
beauteous	skön	Feminine	Positive	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	she is beautiful and important	Feminine
beauteous	skön	Feminine	Positive	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	she is beautiful and reliable	Feminine
beauteous	skön	Feminine	Positive	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	she is beautiful and sinless	Feminine
beauteous	skön	Feminine	Positive	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	she is beautiful and honorable	Feminine
beauteous	skön	Feminine	Positive	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	she is beautiful and inappropriate	Feminine
beauteous	skön	Feminine	Positive	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	she is beautiful and unreliable	Feminine
beauteous	skön	Feminine	Positive	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	she is beautiful and lawless	Feminine
beauteous	skön	Feminine	Positive	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	she is beautiful and inseparable	Feminine
beauteous	skön	Feminine	Positive	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	she is beautiful and ruthless	Feminine
beauteous	skön	Feminine	Positive	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	she is beautiful and idle	Feminine
beauteous	skön	Feminine	Positive	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	she is beautiful and unarmed	Feminine
beauteous	skön	Feminine	Positive	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	she is beautiful and damaged	Feminine
beauteous	skön	Feminine	Positive	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	she is beautiful and hypocritical	Feminine
beauteous	skön	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	she is beautiful and unfair	Feminine
beauteous	skön	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	she is beautiful and brutal	Feminine
sexy	sexig	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is sexy and beautiful	Feminine
sexy	sexig	Feminine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is sexy and lovely	Feminine
sexy	sexig	Feminine	Positive	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is sexy and chaste	Feminine
sexy	sexig	Feminine	Positive	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is sexy and gorgeous	Feminine
sexy	sexig	Feminine	Positive	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is sexy and fertile	Feminine
sexy	sexig	Feminine	Positive	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is sexy and beautiful	Feminine
sexy	sexig	Feminine	Positive	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is sexy and stylish	Feminine
sexy	sexig	Feminine	Positive	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is sexy and exquisite	Feminine
sexy	sexig	Feminine	Positive	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is sexy and lively	Feminine
sexy	sexig	Feminine	Positive	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	she is sexy and colorful	Feminine
sexy	sexig	Feminine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	she is sexy and abused	Feminine
sexy	sexig	Feminine	Positive	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	she is sexy and raw	Feminine
sexy	sexig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	FF	she is sexy and barren	Feminine
sexy	sexig	Feminine	Positive	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	she is sexy and angry	Feminine
sexy	sexig	Feminine	Positive	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	she is sexy and protected	Feminine
sexy	sexig	Feminine	Positive	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is sexy and heartbroken	Feminine
sexy	sexig	Feminine	Positive	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is sexy and unmarried	Feminine
sexy	sexig	Feminine	Positive	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	she is sexy and malnourished	Feminine
sexy	sexig	Feminine	Positive	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	she is sexy and underweight	Feminine
sexy	sexig	Feminine	Positive	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is sexy and resilient	Feminine
sexy	sexig	Feminine	Positive	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is sexy and hot	Feminine
sexy	sexig	Feminine	Positive	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	she is sexy and fair	Feminine
sexy	sexig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	FF	she is sexy and healthy	Feminine
sexy	sexig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	she is sexy and righteous	Feminine
sexy	sexig	Feminine	Positive	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	she is sexy and rational	Feminine
sexy	sexig	Feminine	Positive	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	she is sexy and peaceful	Feminine
sexy	sexig	Feminine	Positive	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	she is sexy and magnificent	Feminine
sexy	sexig	Feminine	Positive	Feminine	brave	modig	Masculine	Positive	Feminine	FF	she is sexy and brave	Feminine
sexy	sexig	Feminine	Positive	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	she is sexy and important	Feminine
sexy	sexig	Feminine	Positive	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	she is sexy and reliable	Feminine
sexy	sexig	Feminine	Positive	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	she is sexy and sinless	Feminine
sexy	sexig	Feminine	Positive	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	she is sexy and honorable	Feminine
sexy	sexig	Feminine	Positive	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	she is sexy and inappropriate	Feminine
sexy	sexig	Feminine	Positive	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	she is sexy and unreliable	Feminine
sexy	sexig	Feminine	Positive	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	she is sexy and lawless	Feminine
sexy	sexig	Feminine	Positive	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	she is sexy and inseparable	Feminine
sexy	sexig	Feminine	Positive	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	she is sexy and ruthless	Feminine
sexy	sexig	Feminine	Positive	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	she is sexy and idle	Feminine
sexy	sexig	Feminine	Positive	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	she is sexy and unarmed	Feminine
sexy	sexig	Feminine	Positive	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	she is sexy and damaged	Feminine
sexy	sexig	Feminine	Positive	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is sexy and hypocritical	Masculine
sexy	sexig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	she is sexy and unfair	Feminine
sexy	sexig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	she is sexy and brutal	Feminine
classy	stilfull	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is stylish and beautiful	Feminine
classy	stilfull	Feminine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is stylish and lovely	Feminine
classy	stilfull	Feminine	Positive	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is stylish and chaste	Feminine
classy	stilfull	Feminine	Positive	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	he is stylish and gorgeous	Masculine
classy	stilfull	Feminine	Positive	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is stylish and fertile	Feminine
classy	stilfull	Feminine	Positive	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is stylish and beautiful	Feminine
classy	stilfull	Feminine	Positive	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is stylish and sexy	Feminine
classy	stilfull	Feminine	Positive	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is stylish and exquisite	Feminine
classy	stilfull	Feminine	Positive	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is stylish and lively	Feminine
classy	stilfull	Feminine	Positive	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	she is stylish and colorful	Feminine
classy	stilfull	Feminine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	she is stylish and battered	Feminine
classy	stilfull	Feminine	Positive	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	she is stylish and raw	Feminine
classy	stilfull	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	FF	he is stylish and barren	Masculine
classy	stilfull	Feminine	Positive	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	he is stylish and angry	Masculine
classy	stilfull	Feminine	Positive	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	she is stylish and protected	Feminine
classy	stilfull	Feminine	Positive	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is stylish and heartbroken	Feminine
classy	stilfull	Feminine	Positive	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is stylish and unmarried	Feminine
classy	stilfull	Feminine	Positive	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	she is stylish and malnourished	Feminine
classy	stilfull	Feminine	Positive	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	she is stylish and underweight	Feminine
classy	stilfull	Feminine	Positive	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is stylish and durable	Feminine
classy	stilfull	Feminine	Positive	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	she is stylish and sassy	Feminine
classy	stilfull	Feminine	Positive	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	she is stylish and fair	Feminine
classy	stilfull	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	FF	she is stylish and healthy	Feminine
classy	stilfull	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	she is stylish and righteous	Feminine
classy	stilfull	Feminine	Positive	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	he is stylish and rational	Masculine
classy	stilfull	Feminine	Positive	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is stylish and peaceful	Masculine
classy	stilfull	Feminine	Positive	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is stylish and magnificent	Masculine
classy	stilfull	Feminine	Positive	Feminine	brave	modig	Masculine	Positive	Feminine	FF	she is stylish and brave	Feminine
classy	stilfull	Feminine	Positive	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is stylish and important	Masculine
classy	stilfull	Feminine	Positive	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is stylish and reliable	Masculine
classy	stilfull	Feminine	Positive	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	he is stylish and sinless	Masculine
classy	stilfull	Feminine	Positive	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	he is stylish and honorable	Masculine
classy	stilfull	Feminine	Positive	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	she is stylish and inappropriate	Feminine
classy	stilfull	Feminine	Positive	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	he is stylish and unreliable	Masculine
classy	stilfull	Feminine	Positive	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is stylish and lawless	Masculine
classy	stilfull	Feminine	Positive	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	he is stylish and inseparable	Masculine
classy	stilfull	Feminine	Positive	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is stylish and ruthless	Masculine
classy	stilfull	Feminine	Positive	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	she is stylish and idle	Feminine
classy	stilfull	Feminine	Positive	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	she is stylish and unarmed	Feminine
classy	stilfull	Feminine	Positive	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is stylish and damaged	Masculine
classy	stilfull	Feminine	Positive	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is stylish and hypocritical	Masculine
classy	stilfull	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is stylish and unfair	Masculine
classy	stilfull	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is stylish and brutal	Masculine
exquisite	utsökt	Feminine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is exquisite and beautiful	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is exquisite and lovely	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is exquisite and chaste	Feminine
exquisite	utsökt	Feminine	Positive	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	she is exquisite and gorgeous	Feminine
